"region_id","effort_tph","scenario_year","data_year","max_effort_tph","status"
1,0.042992936,2013,2012,0.042992936,100
1,0.01355102,2014,2013,0.042992936,31.519177941232
1,NA,2015,2014,0.042992936,NA
1,NA,2016,2015,0.042992936,NA
1,NA,2017,2016,0.042992936,NA
1,NA,2018,2016,0.042992936,NA
2,0.093001552,2013,2012,0.104860251,88.6909492520669
2,0.104860251,2014,2013,0.104860251,100
2,0.080788665,2015,2014,0.104860251,77.0441270448609
2,0.101654197,2016,2015,0.104860251,96.942545941455
2,0.08620558,2017,2016,0.104860251,82.2099691521814
2,0.08620558,2018,2016,0.104860251,82.2099691521814
3,0.101415766,2013,2012,0.101415766,100
3,0.083567223,2014,2013,0.101415766,82.4006229958368
3,0.08426007,2015,2014,0.101415766,83.0837978386911
3,0.079265681,2016,2015,0.101415766,78.1591306030268
3,0.093357587,2017,2016,0.101415766,92.0543133303356
3,0.093357587,2018,2016,0.101415766,92.0543133303356
4,0.134543818,2013,2012,0.147070399,91.4825953521755
4,0.128345347,2014,2013,0.147070399,87.2679668190742
4,0.147070399,2015,2014,0.147070399,100
4,0.074915665,2016,2015,0.147070399,50.9386426564329
4,0.081919256,2017,2016,0.147070399,55.7007096988973
4,0.081919256,2018,2016,0.147070399,55.7007096988973
5,0.073816916,2013,2012,0.08983919,82.1656072366636
5,0.078042311,2014,2013,0.08983919,86.8688942988021
5,0.08983919,2015,2014,0.08983919,100
5,0.077782695,2016,2015,0.08983919,86.5799157361058
5,0.074694676,2017,2016,0.08983919,83.1426418693223
5,0.074694676,2018,2016,0.08983919,83.1426418693223
6,0.055017147,2013,2012,0.077284825,71.1875157898074
6,0.071596627,2014,2013,0.077284825,92.6399548682422
6,0.071152663,2015,2014,0.077284825,92.0655031566676
6,0.077284825,2016,2015,0.077284825,100
6,0.070018495,2017,2016,0.077284825,90.5979860858843
6,0.070018495,2018,2016,0.077284825,90.5979860858843
