"rgn_id","year","health","habitat","status","data_year","region_id"
1,2007,0.75,"sand dune",75,2007,1
1,2008,0.75,"sand dune",75,2008,1
1,2009,0.55,"sand dune",55,2009,1
1,2010,0.5,"sand dune",50,2010,1
1,2011,0.75,"sand dune",75,2011,1
1,2012,0.85,"sand dune",85,2012,1
1,2013,0.85,"sand dune",85,2013,1
1,2014,0.85,"sand dune",85,2014,1
1,2015,0.85,"sand dune",85,2015,1
1,2016,0.65,"sand dune",65,2016,1
1,2017,0.35,"sand dune",35,2017,1
1,2018,0.35,"sand dune",35,2018,1
2,2007,0.653846153846154,"sand dune",65.3846153846154,2007,2
2,2008,0.653846153846154,"sand dune",65.3846153846154,2008,2
2,2009,0.711538461538462,"sand dune",71.1538461538462,2009,2
2,2010,0.711538461538462,"sand dune",71.1538461538462,2010,2
2,2011,0.519230769230769,"sand dune",51.9230769230769,2011,2
2,2012,0.615384615384615,"sand dune",61.5384615384615,2012,2
2,2013,0.711538461538462,"sand dune",71.1538461538462,2013,2
2,2014,0.730769230769231,"sand dune",73.0769230769231,2014,2
2,2015,0.730769230769231,"sand dune",73.0769230769231,2015,2
2,2016,0.730769230769231,"sand dune",73.0769230769231,2016,2
2,2017,0.615384615384615,"sand dune",61.5384615384615,2017,2
2,2018,0.5,"sand dune",50,2018,2
3,2007,0.825,"sand dune",82.5,2007,3
3,2008,0.775,"sand dune",77.5,2008,3
3,2009,0.65,"sand dune",65,2009,3
3,2010,0.578125,"sand dune",57.8125,2010,3
3,2011,0.735294117647059,"sand dune",73.5294117647059,2011,3
3,2012,0.735294117647059,"sand dune",73.5294117647059,2012,3
3,2013,0.764705882352941,"sand dune",76.4705882352941,2013,3
3,2014,0.779411764705882,"sand dune",77.9411764705882,2014,3
3,2015,0.75,"sand dune",75,2015,3
3,2016,0.426470588235294,"sand dune",42.6470588235294,2016,3
3,2017,0.426470588235294,"sand dune",42.6470588235294,2017,3
3,2018,0.426470588235294,"sand dune",42.6470588235294,2018,3
4,2007,1,"sand dune",100,2007,4
4,2008,1,"sand dune",100,2008,4
4,2009,0.5,"sand dune",50,2009,4
4,2010,1,"sand dune",100,2010,4
4,2011,1,"sand dune",100,2011,4
4,2012,1,"sand dune",100,2012,4
4,2013,1,"sand dune",100,2013,4
4,2014,1,"sand dune",100,2014,4
4,2015,1,"sand dune",100,2015,4
4,2016,1,"sand dune",100,2016,4
4,2017,1,"sand dune",100,2017,4
4,2018,0.5,"sand dune",50,2018,4
5,2007,0.5,"sand dune",50,2007,5
5,2008,0.75,"sand dune",75,2008,5
5,2009,0.75,"sand dune",75,2009,5
5,2010,0.75,"sand dune",75,2010,5
5,2011,0.75,"sand dune",75,2011,5
5,2012,0.75,"sand dune",75,2012,5
5,2013,0.75,"sand dune",75,2013,5
5,2014,0.75,"sand dune",75,2014,5
5,2015,0.75,"sand dune",75,2015,5
5,2016,0.25,"sand dune",25,2016,5
5,2017,0.25,"sand dune",25,2017,5
5,2018,0.25,"sand dune",25,2018,5
6,2007,0.541666666666667,"sand dune",54.1666666666667,2007,6
6,2008,0.541666666666667,"sand dune",54.1666666666667,2008,6
6,2009,0.541666666666667,"sand dune",54.1666666666667,2009,6
6,2010,0.583333333333333,"sand dune",58.3333333333333,2010,6
6,2011,0.666666666666667,"sand dune",66.6666666666667,2011,6
6,2012,0.666666666666667,"sand dune",66.6666666666667,2012,6
6,2013,0.666666666666667,"sand dune",66.6666666666667,2013,6
6,2014,0.666666666666667,"sand dune",66.6666666666667,2014,6
6,2015,0.583333333333333,"sand dune",58.3333333333333,2015,6
6,2016,0.166666666666667,"sand dune",16.6666666666667,2016,6
6,2017,0.166666666666667,"sand dune",16.6666666666667,2017,6
6,2018,0.166666666666667,"sand dune",16.6666666666667,2018,6
