rgn_id,year,a_prot_1km
1,2000,5984.5
1,2001,6048.5
1,2002,6112.5
1,2003,6119.75
1,2004,6123.5
1,2005,6155.75
1,2006,6187.5
1,2007,6193.25
1,2008,6198
1,2009,6200.25
1,2010,6379.5
1,2011,6387.75
1,2012,6391.5
1,2013,6414.5
1,2014,6455
1,2015,6455
1,2016,6470
1,2017,6533.75
2,2000,5984.5
2,2001,6048.5
2,2002,6112.5
2,2003,6119.75
2,2004,6123.5
2,2005,6155.75
2,2006,6187.5
2,2007,6193.25
2,2008,6198
2,2009,6200.25
2,2010,6379.5
2,2011,6387.75
2,2012,6391.5
2,2013,6414.5
2,2014,6455
2,2015,6455
2,2016,6470
2,2017,6533.75
3,2000,5984.5
3,2001,6048.5
3,2002,6112.5
3,2003,6119.75
3,2004,6123.5
3,2005,6155.75
3,2006,6187.5
3,2007,6193.25
3,2008,6198
3,2009,6200.25
3,2010,6379.5
3,2011,6387.75
3,2012,6391.5
3,2013,6414.5
3,2014,6455
3,2015,6455
3,2016,6470
3,2017,6533.75
4,2000,5984.5
4,2001,6048.5
4,2002,6112.5
4,2003,6119.75
4,2004,6123.5
4,2005,6155.75
4,2006,6187.5
4,2007,6193.25
4,2008,6198
4,2009,6200.25
4,2010,6379.5
4,2011,6387.75
4,2012,6391.5
4,2013,6414.5
4,2014,6455
4,2015,6455
4,2016,6470
4,2017,6533.75
5,2000,5984.5
5,2001,6048.5
5,2002,6112.5
5,2003,6119.75
5,2004,6123.5
5,2005,6155.75
5,2006,6187.5
5,2007,6193.25
5,2008,6198
5,2009,6200.25
5,2010,6379.5
5,2011,6387.75
5,2012,6391.5
5,2013,6414.5
5,2014,6455
5,2015,6455
5,2016,6470
5,2017,6533.75
6,2000,5984.5
6,2001,6048.5
6,2002,6112.5
6,2003,6119.75
6,2004,6123.5
6,2005,6155.75
6,2006,6187.5
6,2007,6193.25
6,2008,6198
6,2009,6200.25
6,2010,6379.5
6,2011,6387.75
6,2012,6391.5
6,2013,6414.5
6,2014,6455
6,2015,6455
6,2016,6470
6,2017,6533.75
