"rgn_id","year","cpi"
1,1989,5.2
1,1990,7
1,1991,7.5
1,1992,4.2
1,1993,2.5
1,1994,2
1,1995,2.6
1,1996,2.4
1,1997,1.8
1,1998,1.6
1,1999,1.3
1,2000,0.8
1,2001,1.2
1,2002,1.3
1,2003,1.4
1,2004,1.3
1,2005,2.1
1,2006,2.3
1,2007,2.3
1,2008,3.6
1,2009,2.2
1,2010,3.3
1,2011,4.5
1,2012,2.8
1,2013,2.6
1,2014,1.5
1,2015,0
1,2016,0.7
1,2017,2.7
1,2018,2.5
2,1989,5.2
2,1990,7
2,1991,7.5
2,1992,4.2
2,1993,2.5
2,1994,2
2,1995,2.6
2,1996,2.4
2,1997,1.8
2,1998,1.6
2,1999,1.3
2,2000,0.8
2,2001,1.2
2,2002,1.3
2,2003,1.4
2,2004,1.3
2,2005,2.1
2,2006,2.3
2,2007,2.3
2,2008,3.6
2,2009,2.2
2,2010,3.3
2,2011,4.5
2,2012,2.8
2,2013,2.6
2,2014,1.5
2,2015,0
2,2016,0.7
2,2017,2.7
2,2018,2.5
3,1989,5.2
3,1990,7
3,1991,7.5
3,1992,4.2
3,1993,2.5
3,1994,2
3,1995,2.6
3,1996,2.4
3,1997,1.8
3,1998,1.6
3,1999,1.3
3,2000,0.8
3,2001,1.2
3,2002,1.3
3,2003,1.4
3,2004,1.3
3,2005,2.1
3,2006,2.3
3,2007,2.3
3,2008,3.6
3,2009,2.2
3,2010,3.3
3,2011,4.5
3,2012,2.8
3,2013,2.6
3,2014,1.5
3,2015,0
3,2016,0.7
3,2017,2.7
3,2018,2.5
4,1989,5.2
4,1990,7
4,1991,7.5
4,1992,4.2
4,1993,2.5
4,1994,2
4,1995,2.6
4,1996,2.4
4,1997,1.8
4,1998,1.6
4,1999,1.3
4,2000,0.8
4,2001,1.2
4,2002,1.3
4,2003,1.4
4,2004,1.3
4,2005,2.1
4,2006,2.3
4,2007,2.3
4,2008,3.6
4,2009,2.2
4,2010,3.3
4,2011,4.5
4,2012,2.8
4,2013,2.6
4,2014,1.5
4,2015,0
4,2016,0.7
4,2017,2.7
4,2018,2.5
5,1989,5.2
5,1990,7
5,1991,7.5
5,1992,4.2
5,1993,2.5
5,1994,2
5,1995,2.6
5,1996,2.4
5,1997,1.8
5,1998,1.6
5,1999,1.3
5,2000,0.8
5,2001,1.2
5,2002,1.3
5,2003,1.4
5,2004,1.3
5,2005,2.1
5,2006,2.3
5,2007,2.3
5,2008,3.6
5,2009,2.2
5,2010,3.3
5,2011,4.5
5,2012,2.8
5,2013,2.6
5,2014,1.5
5,2015,0
5,2016,0.7
5,2017,2.7
5,2018,2.5
6,1989,5.2
6,1990,7
6,1991,7.5
6,1992,4.2
6,1993,2.5
6,1994,2
6,1995,2.6
6,1996,2.4
6,1997,1.8
6,1998,1.6
6,1999,1.3
6,2000,0.8
6,2001,1.2
6,2002,1.3
6,2003,1.4
6,2004,1.3
6,2005,2.1
6,2006,2.3
6,2007,2.3
6,2008,3.6
6,2009,2.2
6,2010,3.3
6,2011,4.5
6,2012,2.8
6,2013,2.6
6,2014,1.5
6,2015,0
6,2016,0.7
6,2017,2.7
6,2018,2.5
