"rgn_id","habitat","year","health"
1,"cms",2014,1
1,"cms",2015,1
1,"cms",2016,1
1,"cms",2017,1
1,"cms",2018,1
2,"cms",2014,0.891495446443945
2,"cms",2015,0.943992291328108
2,"cms",2016,0.960625043977008
2,"cms",2017,0.949307507487259
2,"cms",2018,0.961302359019158
3,"cms",2014,0.484430810934568
3,"cms",2015,0.433059310940287
3,"cms",2016,0.384224994383356
3,"cms",2017,0.479123723717167
3,"cms",2018,0.474102278434296
4,"cms",2014,0.874480625829763
4,"cms",2015,0.86390273891387
4,"cms",2016,0.818995785453901
4,"cms",2017,0.869291151510443
4,"cms",2018,0.734416843159599
5,"cms",2014,0.335858201975462
5,"cms",2015,0.136240025517062
5,"cms",2016,0.0425154937731732
5,"cms",2017,0.237129874460318
5,"cms",2018,0.123791661659256
6,"cms",2014,0.71921656630039
6,"cms",2015,0.346098757564208
6,"cms",2016,0.237163967941842
6,"cms",2017,0
6,"cms",2018,0.223233984198579
