"rgn_id","year","rev_gbp_M"
1,"2010",21.7168807113033
1,"2011",19.0708466172155
1,"2012",10.861142339975
1,"2013",15.971615792615
1,"2014",17.0606652883631
1,"2015",15.5572988346812
2,"2010",2.95917247671358
2,"2011",2.92360949221435
2,"2012",3.53130677794623
2,"2013",4.12604415415884
2,"2014",4.07812626180101
2,"2015",3.98718217971548
3,"2010",125.57401123658
3,"2011",119.267145531655
3,"2012",117.82054038558
3,"2013",141.558085281788
3,"2014",116.423399932272
3,"2015",135.449061768872
4,"2010",5.39325842696629
4,"2011",5.62637362637363
4,"2012",7.20430107526882
4,"2013",4.41121495327103
4,"2014",4.1531914893617
4,"2015",3.66051660516605
5,"2010",40.1679671174626
5,"2011",26.3447724455874
5,"2012",28.8738334688199
5,"2013",28.0024534591373
5,"2014",24.8028854851241
5,"2015",26.2609443665264
6,"2010",29.3256515708352
6,"2011",31.5718980101585
6,"2012",33.1535777267215
6,"2013",32.7409469614136
6,"2014",35.4267963923564
6,"2015",32.306802849252
