"rgn_id","year","ons"
1,2010,6.79191230469643
1,2011,6.49726486718408
1,2012,6.44006859990227
1,2013,6.54232859292126
1,2014,6.27483493886593
2,2010,17.6040021962853
2,2011,18.0380259190734
2,2012,17.1144234369803
2,2013,16.267209130098
2,2014,14.5519473776394
3,2010,18.6243852946755
3,2011,18.0489043684293
3,2012,18.2945485503726
3,2013,17.4219174040337
3,2014,16.8068164484419
4,2010,24.9296011718732
4,2011,26.2943603601145
4,2012,22.5640185789218
4,2013,21.8361470118598
4,2014,20.4713878236185
5,2010,5.72983239190024
5,2011,5.38976395206742
5,2012,5.61754564289884
5,2013,5.38174346999589
5,2014,5.81805769468706
6,2010,26.0824358599759
6,2011,26.265808562042
6,2012,25.2246245757345
6,2013,25.0163877784731
6,2014,22.7382150561944
