"rgn_id","year","health","habitat"
1,2007,0.840686274509804,"saltmarsh"
1,2008,0.649509803921569,"saltmarsh"
1,2009,0.610294117647059,"saltmarsh"
1,2010,0.561274509803922,"saltmarsh"
1,2011,0.901960784313726,"saltmarsh"
1,2012,0.906862745098039,"saltmarsh"
1,2013,0.911764705882353,"saltmarsh"
1,2014,0.911764705882353,"saltmarsh"
1,2015,0.928921568627451,"saltmarsh"
1,2016,0.575980392156863,"saltmarsh"
1,2017,0.551470588235294,"saltmarsh"
1,2018,0.54656862745098,"saltmarsh"
2,2007,0.8,"saltmarsh"
2,2008,0.8,"saltmarsh"
2,2009,0.8,"saltmarsh"
2,2010,0.9,"saltmarsh"
2,2011,0.9,"saltmarsh"
2,2012,0.85,"saltmarsh"
2,2013,0.85,"saltmarsh"
2,2014,0.85,"saltmarsh"
2,2015,0.85,"saltmarsh"
2,2016,0.85,"saltmarsh"
2,2017,0.75,"saltmarsh"
2,2018,0.55,"saltmarsh"
3,2007,0.769230769230769,"saltmarsh"
3,2008,0.692307692307692,"saltmarsh"
3,2009,0.692307692307692,"saltmarsh"
3,2010,0.846153846153846,"saltmarsh"
3,2011,0.958333333333333,"saltmarsh"
3,2012,0.958333333333333,"saltmarsh"
3,2013,0.958333333333333,"saltmarsh"
3,2014,0.989583333333333,"saltmarsh"
3,2015,0.96875,"saltmarsh"
3,2016,0.90625,"saltmarsh"
3,2017,0.833333333333333,"saltmarsh"
3,2018,0.833333333333333,"saltmarsh"
4,2007,1,"saltmarsh"
4,2008,1,"saltmarsh"
4,2009,0.5,"saltmarsh"
4,2010,1,"saltmarsh"
4,2011,1,"saltmarsh"
4,2012,1,"saltmarsh"
4,2013,1,"saltmarsh"
4,2014,1,"saltmarsh"
4,2015,0.5,"saltmarsh"
4,2016,0.5,"saltmarsh"
4,2017,0.5,"saltmarsh"
4,2018,0.5,"saltmarsh"
5,2007,0.816666666666667,"saltmarsh"
5,2008,0.683333333333333,"saltmarsh"
5,2009,0.65,"saltmarsh"
5,2010,0.583333333333333,"saltmarsh"
5,2011,0.9375,"saltmarsh"
5,2012,0.9875,"saltmarsh"
5,2013,0.9875,"saltmarsh"
5,2014,0.9875,"saltmarsh"
5,2015,0.9125,"saltmarsh"
5,2016,0.6375,"saltmarsh"
5,2017,0.6375,"saltmarsh"
5,2018,0.6375,"saltmarsh"
6,2007,0.724137931034483,"saltmarsh"
6,2008,0.566666666666667,"saltmarsh"
6,2009,0.633333333333333,"saltmarsh"
6,2010,0.958333333333333,"saltmarsh"
6,2011,0.975,"saltmarsh"
6,2012,0.958333333333333,"saltmarsh"
6,2013,0.975,"saltmarsh"
6,2014,0.925,"saltmarsh"
6,2015,0.808333333333333,"saltmarsh"
6,2016,0.508333333333333,"saltmarsh"
6,2017,0.508333333333333,"saltmarsh"
6,2018,0.475,"saltmarsh"
