"rgn_id","year","health","habitat"
1,2007,0.75,"sand dune"
1,2008,0.75,"sand dune"
1,2009,0.75,"sand dune"
1,2010,0.65,"sand dune"
1,2011,0.75,"sand dune"
1,2012,0.85,"sand dune"
1,2013,0.85,"sand dune"
1,2014,0.85,"sand dune"
1,2015,0.85,"sand dune"
1,2016,0.85,"sand dune"
1,2017,0.85,"sand dune"
2,2007,0.480769230769231,"sand dune"
2,2008,0.5,"sand dune"
2,2009,0.615384615384615,"sand dune"
2,2010,0.615384615384615,"sand dune"
2,2011,0.615384615384615,"sand dune"
2,2012,0.615384615384615,"sand dune"
2,2013,0.634615384615385,"sand dune"
2,2014,0.692307692307692,"sand dune"
2,2015,0.692307692307692,"sand dune"
2,2016,0.692307692307692,"sand dune"
2,2017,0.692307692307692,"sand dune"
3,2007,0.8,"sand dune"
3,2008,0.8,"sand dune"
3,2009,0.85,"sand dune"
3,2010,0.59375,"sand dune"
3,2011,0.632352941176471,"sand dune"
3,2012,0.632352941176471,"sand dune"
3,2013,0.691176470588235,"sand dune"
3,2014,0.720588235294118,"sand dune"
3,2015,0.705882352941177,"sand dune"
3,2016,0.705882352941177,"sand dune"
3,2017,0.705882352941177,"sand dune"
4,2007,1,"sand dune"
4,2008,1,"sand dune"
4,2009,1,"sand dune"
4,2010,1,"sand dune"
4,2011,1,"sand dune"
4,2012,1,"sand dune"
4,2013,1,"sand dune"
4,2014,1,"sand dune"
4,2015,1,"sand dune"
4,2016,1,"sand dune"
4,2017,1,"sand dune"
5,2007,0.25,"sand dune"
5,2008,0.75,"sand dune"
5,2009,0.75,"sand dune"
5,2010,0.75,"sand dune"
5,2011,0.75,"sand dune"
5,2012,0.75,"sand dune"
5,2013,0.75,"sand dune"
5,2014,0.75,"sand dune"
5,2015,0.75,"sand dune"
5,2016,0.75,"sand dune"
5,2017,0.75,"sand dune"
6,2007,0.291666666666667,"sand dune"
6,2008,0.291666666666667,"sand dune"
6,2009,0.291666666666667,"sand dune"
6,2010,0.583333333333333,"sand dune"
6,2011,0.583333333333333,"sand dune"
6,2012,0.583333333333333,"sand dune"
6,2013,0.583333333333333,"sand dune"
6,2014,0.583333333333333,"sand dune"
6,2015,0.583333333333333,"sand dune"
6,2016,0.583333333333333,"sand dune"
6,2017,0.583333333333333,"sand dune"
