"rgn_id","year","effort_tph"
1,2012,0.042992936
1,2013,0.01355102
1,2014,NA
1,2015,NA
1,2016,NA
2,2012,0.093001552
2,2013,0.104860251
2,2014,0.080788665
2,2015,0.101654197
2,2016,0.08620558
3,2012,0.101415766
3,2013,0.083567223
3,2014,0.08426007
3,2015,0.079265681
3,2016,0.093357587
4,2012,0.134543818
4,2013,0.128345347
4,2014,0.147070399
4,2015,0.074915665
4,2016,0.081919256
5,2012,0.073816916
5,2013,0.078042311
5,2014,0.08983919
5,2015,0.077782695
5,2016,0.074694676
6,2012,0.055017147
6,2013,0.071596627
6,2014,0.071152663
6,2015,0.077284825
6,2016,0.070018495
