rgn_id,year,stock_id,species,SumCatch,taxon_penalty_code
1,2014,Crustacea_crabs,Crabs,0,7
1,2015,Crustacea_crabs,Crabs,0,7
1,2016,Crustacea_crabs,Crabs,0,7
1,2017,Crustacea_crabs,Crabs,0.06,7
1,2018,Crustacea_crabs,Crabs,0.28,7
1,2014,Homarus gammarus,Lobsters,0,0
1,2015,Homarus gammarus,Lobsters,0,0
1,2016,Homarus gammarus,Lobsters,0,0
1,2017,Homarus gammarus,Lobsters,0.01,0
1,2018,Homarus gammarus,Lobsters,0.15,0
2,2014,Buccinidae,Whelks,768.09,5
2,2015,Buccinidae,Whelks,943.9,5
2,2016,Buccinidae,Whelks,603.24,5
2,2017,Buccinidae,Whelks,282.05,5
2,2018,Buccinidae,Whelks,319.73,5
2,2014,Cephalopoda,Squid,66.42,7
2,2015,Cephalopoda,Squid,0.48,7
2,2016,Cephalopoda,Squid,0.39,7
2,2017,Cephalopoda,Squid,0.06,7
2,2018,Cephalopoda,Squid,5.66,7
2,2014,Clupea harengus,Herring,1.22,0
2,2015,Clupea harengus,Herring,0.19,0
2,2016,Clupea harengus,Herring,0.08,0
2,2017,Clupea harengus,Herring,0.19,0
2,2018,Clupea harengus,Herring,0.2,0
2,2014,Crustacea_crabs,Crabs,95.25,7
2,2015,Crustacea_crabs,Crabs,49.57,7
2,2016,Crustacea_crabs,Crabs,47.72,7
2,2017,Crustacea_crabs,Crabs,40.81,7
2,2018,Crustacea_crabs,Crabs,52.72,7
2,2014,Dicentrarchus labrax,Bass,10.56,0
2,2015,Dicentrarchus labrax,Bass,20.22,0
2,2016,Dicentrarchus labrax,Bass,10.74,0
2,2017,Dicentrarchus labrax,Bass,3.69,0
2,2018,Dicentrarchus labrax,Bass,2.24,0
2,2014,Gadus morhua,Cod,12.62,0
2,2015,Gadus morhua,Cod,3.69,0
2,2016,Gadus morhua,Cod,1.85,0
2,2017,Gadus morhua,Cod,2.49,0
2,2018,Gadus morhua,Cod,3.83,0
2,2014,Glyptocephalus cynoglossus,Witch,0.01,0
2,2015,Glyptocephalus cynoglossus,Witch,0,0
2,2016,Glyptocephalus cynoglossus,Witch,0,0
2,2017,Glyptocephalus cynoglossus,Witch,0,0
2,2018,Glyptocephalus cynoglossus,Witch,0,0
2,2014,Homarus gammarus,Lobsters,30.82,0
2,2015,Homarus gammarus,Lobsters,26.41,0
2,2016,Homarus gammarus,Lobsters,25.96,0
2,2017,Homarus gammarus,Lobsters,22.81,0
2,2018,Homarus gammarus,Lobsters,22.03,0
2,2014,Lepidorhombus whiffiagonis,Megrim,0.01,0
2,2015,Lepidorhombus whiffiagonis,Megrim,0.34,0
2,2016,Lepidorhombus whiffiagonis,Megrim,0,0
2,2017,Lepidorhombus whiffiagonis,Megrim,0,0
2,2018,Lepidorhombus whiffiagonis,Megrim,0,0
2,2014,Lophiidae,Monks or Anglers,0.35,5
2,2015,Lophiidae,Monks or Anglers,0.31,5
2,2016,Lophiidae,Monks or Anglers,0.13,5
2,2017,Lophiidae,Monks or Anglers,0.16,5
2,2018,Lophiidae,Monks or Anglers,0.42,5
2,2014,Melanogrammus aeglefinus,Haddock,4.28,0
2,2015,Melanogrammus aeglefinus,Haddock,3.42,0
2,2016,Melanogrammus aeglefinus,Haddock,1.92,0
2,2017,Melanogrammus aeglefinus,Haddock,1.12,0
2,2018,Melanogrammus aeglefinus,Haddock,0.95,0
2,2014,Merlangius merlangus,Whiting,5.55,0
2,2015,Merlangius merlangus,Whiting,0.89,0
2,2016,Merlangius merlangus,Whiting,0.85,0
2,2017,Merlangius merlangus,Whiting,0.05,0
2,2018,Merlangius merlangus,Whiting,0.21,0
2,2014,Merluccius merluccius,Hake,0.12,0
2,2015,Merluccius merluccius,Hake,0.02,0
2,2016,Merluccius merluccius,Hake,0,0
2,2017,Merluccius merluccius,Hake,0,0
2,2018,Merluccius merluccius,Hake,0.18,0
2,2014,Microstomus kitt,Lemon Sole,0.85,0
2,2015,Microstomus kitt,Lemon Sole,0.3,0
2,2016,Microstomus kitt,Lemon Sole,0.14,0
2,2017,Microstomus kitt,Lemon Sole,0.13,0
2,2018,Microstomus kitt,Lemon Sole,0.06,0
2,2014,Molva molva,Ling,1.23,0
2,2015,Molva molva,Ling,0.15,0
2,2016,Molva molva,Ling,0.05,0
2,2017,Molva molva,Ling,0.05,0
