"year","rgn_id","vessel_pol"
"2011","1",0.76496416261925
"2012","1",0.738722479250993
"2013","1",0.803896102522626
"2014","1",0.755830600523753
"2015","1",0.749054834851533
"2011","2",0.949395744101891
"2012","2",0.932572984025358
"2013","2",0.98006072995276
"2014","2",0.993683460604103
"2015","2",0.911323879141912
"2011","3",0.78708415155935
"2012","3",0.63829236958642
"2013","3",0.840370083754637
"2014","3",0.866510506199531
"2015","3",0.693775750519486
"2011","4",0.961824427289978
"2012","4",0.818775299194053
"2013","4",1
"2014","4",0.999357819791231
"2015","4",0.616400611947217
"2011","5",0.776814830453229
"2012","5",0.327949646074534
"2013","5",0.737940159768231
"2014","5",0.838300949686431
"2015","5",0.0500640247640787
"2011","6",0.943089682371896
"2012","6",0.688361791737303
"2013","6",0.861132135258548
"2014","6",0.906509262499716
"2015","6",0.675111446403612
