"rgn_id","year","health","habitat"
1,2007,0.75,"sand dune"
1,2008,0.75,"sand dune"
1,2009,0.55,"sand dune"
1,2010,0.5,"sand dune"
1,2011,0.75,"sand dune"
1,2012,0.85,"sand dune"
1,2013,0.85,"sand dune"
1,2014,0.85,"sand dune"
1,2015,0.85,"sand dune"
1,2016,0.65,"sand dune"
1,2017,0.35,"sand dune"
1,2018,0.35,"sand dune"
2,2007,0.653846153846154,"sand dune"
2,2008,0.653846153846154,"sand dune"
2,2009,0.711538461538462,"sand dune"
2,2010,0.711538461538462,"sand dune"
2,2011,0.519230769230769,"sand dune"
2,2012,0.615384615384615,"sand dune"
2,2013,0.711538461538462,"sand dune"
2,2014,0.730769230769231,"sand dune"
2,2015,0.730769230769231,"sand dune"
2,2016,0.730769230769231,"sand dune"
2,2017,0.615384615384615,"sand dune"
2,2018,0.5,"sand dune"
3,2007,0.825,"sand dune"
3,2008,0.775,"sand dune"
3,2009,0.65,"sand dune"
3,2010,0.578125,"sand dune"
3,2011,0.735294117647059,"sand dune"
3,2012,0.735294117647059,"sand dune"
3,2013,0.764705882352941,"sand dune"
3,2014,0.779411764705882,"sand dune"
3,2015,0.75,"sand dune"
3,2016,0.426470588235294,"sand dune"
3,2017,0.426470588235294,"sand dune"
3,2018,0.426470588235294,"sand dune"
4,2007,1,"sand dune"
4,2008,1,"sand dune"
4,2009,0.5,"sand dune"
4,2010,1,"sand dune"
4,2011,1,"sand dune"
4,2012,1,"sand dune"
4,2013,1,"sand dune"
4,2014,1,"sand dune"
4,2015,1,"sand dune"
4,2016,1,"sand dune"
4,2017,1,"sand dune"
4,2018,0.5,"sand dune"
5,2007,0.5,"sand dune"
5,2008,0.75,"sand dune"
5,2009,0.75,"sand dune"
5,2010,0.75,"sand dune"
5,2011,0.75,"sand dune"
5,2012,0.75,"sand dune"
5,2013,0.75,"sand dune"
5,2014,0.75,"sand dune"
5,2015,0.75,"sand dune"
5,2016,0.25,"sand dune"
5,2017,0.25,"sand dune"
5,2018,0.25,"sand dune"
6,2007,0.541666666666667,"sand dune"
6,2008,0.541666666666667,"sand dune"
6,2009,0.541666666666667,"sand dune"
6,2010,0.583333333333333,"sand dune"
6,2011,0.666666666666667,"sand dune"
6,2012,0.666666666666667,"sand dune"
6,2013,0.666666666666667,"sand dune"
6,2014,0.666666666666667,"sand dune"
6,2015,0.583333333333333,"sand dune"
6,2016,0.166666666666667,"sand dune"
6,2017,0.166666666666667,"sand dune"
6,2018,0.166666666666667,"sand dune"
