"rgn_id","habitat","year","health"
1,"cms",2014,1
1,"cms",2015,1
1,"cms",2016,1
1,"cms",2017,1
1,"cms",2018,1
2,"cms",2014,0.356645317754804
2,"cms",2015,0.840466900938796
2,"cms",2016,0.993757727026638
2,"cms",2017,0.889453012442445
2,"cms",2018,1
3,"cms",2014,1
3,"cms",2015,0.916574236489452
3,"cms",2016,0.837268782205824
3,"cms",2017,0.991381450742571
3,"cms",2018,0.983226775354532
4,"cms",2014,1
4,"cms",2015,0.960171092769072
4,"cms",2016,0.791082984945444
4,"cms",2017,0.980460077434658
4,"cms",2018,0.472617976469292
5,"cms",2014,1
5,"cms",2015,0.791518113180715
5,"cms",2016,0.693631900783159
5,"cms",2017,0.896887806671458
5,"cms",2018,0.778517000602026
6,"cms",2014,1
6,"cms",2015,0.626882191263818
6,"cms",2016,0.517947401641451
6,"cms",2017,0.28078343369961
6,"cms",2018,0.504017417898188
