"rgn_id","habitat","year","km2"
1,"ccms",2012,515.27772029
1,"ccms",2013,515.27772029
1,"ccms",2014,515.27772029
1,"ccms",2015,515.27772029
1,"ccms",2016,515.27772029
2,"ccms",2012,8606.721385558
2,"ccms",2013,8606.721385558
2,"ccms",2014,8606.721385558
2,"ccms",2015,8606.721385558
2,"ccms",2016,8606.721385558
3,"ccms",2012,75206.62751085
3,"ccms",2013,75206.62751085
3,"ccms",2014,75206.62751085
3,"ccms",2015,75206.62751085
3,"ccms",2016,75206.62751085
4,"ccms",2012,41199.181452396
4,"ccms",2013,41199.181452396
4,"ccms",2014,41199.181452396
4,"ccms",2015,41199.181452396
4,"ccms",2016,41199.181452396
5,"ccms",2012,10512.72720231
5,"ccms",2013,10512.72720231
5,"ccms",2014,10512.72720231
5,"ccms",2015,10512.72720231
5,"ccms",2016,10512.72720231
6,"ccms",2012,10874.5728199
6,"ccms",2013,10874.5728199
6,"ccms",2014,10874.5728199
6,"ccms",2015,10874.5728199
6,"ccms",2016,10874.5728199
