"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"AO","ao_access","ao_access_esw2018.csv","access_perc","score","percentage of coastal access points","The opportunity for artisanal and recreational fishers to gain access to the sea","","","rgn_id",,,"year","access_perc",,TRUE,2018,2018,11.3860876,35.21193045,FALSE,,,,0,FALSE
"AO","ao_effort_catch","ao_effort_catch_esw2018.csv","effort_tph","value","catch per kwh","catch per unit effort","","","rgn_id",,,"year","effort_tph",,TRUE,2012,2016,0.01355102,0.147070399,TRUE,,,,0,FALSE
"AO","ao_fleet_size","ao_fleet_size_esw2018.csv","boats","score","number of boats in <10 fleet","number of boats in <10 fleet","","","rgn_id",,,"year","boats",,TRUE,2012,2018,1,520,FALSE,,,,0,FALSE
"AO","ao_fuel_cost","ao_fuel_cost_esw2018.csv","cost_ppl","value","red diesel price","cost of fuel for fishing boats","","","rgn_id",,,"year","cost_ppl",,TRUE,2010,2018,42.6,70.76,FALSE,,,,0,FALSE
"AO","ao_catch_under10_prop","ao_catch_under10_prop_esw2018.csv","catch_prop","proportion","catch proportion","proportion of fisheries catch for <10m fleet","","","rgn_id",,,"year","catch_prop",,TRUE,2014,2019,0.084569928,1,TRUE,,,,0,FALSE
"AO","ao_value_under10_prop","ao_value_under10_prop_esw2018.csv","value_prop","proportion","value proportion","proportion of fisheries value for <10m fleet","","","rgn_id",,,"year","value_prop",,TRUE,2014,2019,0.097294003,1,TRUE,,,,0,FALSE
"CP pressureCS pressureHAB pressureSPP pressure","cc_acid","cc_acid_gl2017.csv","pressure_score","scaled 0-1","Ocean acidification","Ocean acidification pressure scaled using biological thresholds","cc_acid","~/github/ohi-global2017-template/eez/layers/cc_acid.csv","rgn_id",,,"year","pressure_score",,TRUE,1958,2020,0.21039281083785,0.434094848327807,TRUE,,,,0,FALSE
"CP pressureCS pressureECO pressureHAB pressureLIV pressureECL pressureSOC pressureMAR pressureTR pressure","cc_slr","cc_slr_esw2018.csv","pressure_score","scaled 0-1","Sea level rise","Sea level rise pressure","cc_slr","~/github/ohi-global2017-template/eez/layers/cc_slr.csv","rgn_id",,,"year","pressure_score",,TRUE,2013,2013,0.766077866979854,1,TRUE,,,,0,FALSE
"CP pressureCS pressureHAB pressureSPP pressure","cc_sst","cc_sst_esw2018.csv","pressure_score","scaled 0-1","Sea surface temperature","Sea surface temperature anomalies","cc_sst","~/github/ohi-global2017-template/eez/layers/cc_sst.csv","rgn_id",,,"year","pressure_score",,TRUE,2013,2013,0.440911449991522,1,TRUE,,,,0,FALSE
"SPP pressure","cc_uv","cc_uv_gl2017.csv","pressure_score","scaled 0-1","UV radiation","Modeled UV radiation","cc_uv","~/github/ohi-global2017-template/eez/layers/cc_uv.csv","rgn_id",,,"year","pressure_score",,TRUE,2009,2016,0,0.299249805753095,TRUE,,,,0,FALSE
"CW","cw_bathing_water_class","cw_bathing_water_class_esw2018.csv","beach_status_score","scaled 0-1","Bathing water classification","Bathing water classification for bathing beaches","","","rgn_id",,,"year","beach_status_score",,TRUE,2004,2017,0,1,TRUE,,,2085,0,FALSE
"CW","cw_inorganic_run_off","cw_inorganic_run_off_esw2018.csv","inorg_run_off","scaled 0-1","Inorganic urban run off","Modeled chemical pollution within 3nm of coastline from urban inorganic run off","","","rgn_id",,,"year","inorg_run_off",,TRUE,2013,2013,0.70440232971238,0.99846021567697,TRUE,,,,0,FALSE
"CW","cw_inorganic_run_off2","cw_inorganic_run_off2_esw2018.csv","inorg_run_off","value","Inorganic urban run off","Modeled chemical pollution within 3nm of coastline from urban inorganic run off (CEH landcover data and UK rainfall)","","","rgn_id",,,"year","inorg_run_off",,TRUE,2005,2015,85.0824972747261,590.918802981495,FALSE,,,,0,FALSE
"CW","cw_nutrients","cw_nutrients_esw2018.csv","nutrients","value","Coastal nutrient pollution","Modeled nutrient pollution within 3nm based on fertiliser consumption","","","rgn_id",,,"year","nutrients",,TRUE,2002,2016,0.439844139804225,34.0941982779881,FALSE,,,,0,FALSE
"CW","cw_pesticides","cw_pesticides_esw2018.csv","pesticides","value","Coastal pesticde pollution","Modeled chemical pollution within 3nm of coastline from pesticide run off","","","rgn_id",,,"year","pesticides",,TRUE,1990,2016,10.8153713189937,1332.6724072013,FALSE,,,,0,FALSE
"CW","cw_sus_material","cw_sus_material_esw2018.csv","sus_mat","value","Coastal water quality","Remotely sensed gelbstoff and detrital material","","","rgn_id",,,"year","sus_mat",,TRUE,2003,2017,0.0369160622227355,0.388281871528307,TRUE,,,,0,FALSE
"CW","cw_trash","cw_trash_esw2018.csv","trash","scaled 0-1","Marine plastics","Marine plastic pollution","","","rgn_id",,,"year","trash",,TRUE,2018,2018,0.55935471206624,1,TRUE,,,,0,FALSE
"CW","cw_trash_trend","cw_trash_trend_gl2017.csv","trend","trend","Plastic trash trends","Trends in trash estimated using improperly disposed of plastics","cw_trash_trend","~/github/ohi-global2017-template/eez/layers/cw_trash_trend.csv","rgn_id",,,"year","trend",,TRUE,2016,2016,0.131341692697153,0.131341692697153,TRUE,,,,0,FALSE
"CW","cw_vessel_pol_intra","cw_vessel_pol_intra_esw2018.csv","vessel_pol","scaled 0-1","Pollution rom vessels at sea","AIS data","","","rgn_id",,,"year","vessel_pol",,TRUE,2011,2015,0.115444428292642,1,TRUE,,,,0,FALSE
"CW","cw_vessel_pol_inter","cw_vessel_pol_inter_esw2018.csv","vessel_pol","scaled 0-1","Pollution rom vessels at sea","AIS data","","","rgn_id",,,"year","vessel_pol",,TRUE,2011,2015,0.0500640247640787,1,TRUE,,,,0,FALSE
"FIS","fis_b_bmsy","fis_b_bmsy_esw2018.csv","bbmsy","B/Bmsy","B/Bmsy estimates","The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield (RAM data and catch-MSY)","","","rgn_id",,"stock_id","year","bbmsy",,TRUE,2010,2015,0.00051502,12.8893637,FALSE,,,,0,FALSE
"FIS","fis_2014_2018_landings_to_port","fis_2014_2018_landings_to_port_esw2018.csv","SumCatch","tonnes","Fishery landings data","Total commercial catch for each SW region","","","rgn_id",,"stock_id","year","sumcatch",,TRUE,2014,2018,0,6618.74,FALSE,"species,taxon_penalty_code",,,0,FALSE
"AO pressureFIS pressureHAB pressureLIV pressureSPP pressure","fis_offshore_trawl","fis_offshore_trawl_esw2018.csv","pressure_score","scaled 0-1","Offshore trawl fisheries pressure ","Fisheries pressure from GFW data","","","rgn_id",,,"year","pressure_score",,TRUE,2018,2018,0,1,TRUE,,,,0,FALSE
"AO pressureFIS pressureHAB pressureLIV pressureSPP pressure","fis_offshore_fixed_gear","fis_offshore_fixed_gear_esw2018.csv","pressure_score","scaled 0-1","Offshore fixed gear fisheries pressure","Fisheries pressure from GFW data","","","rgn_id",,,"year","pressure_score",,TRUE,2018,2018,0,1,TRUE,,,,0,FALSE
"AO pressureFIS pressureLIV pressureSPP pressure","fis_offshore_longlines","fis_offshore_longlines_esw2018.csv","pressure_score","scaled 0-1","Offshore longlines fisheries pressure","Fisheries pressure from GFW data","","","rgn_id",,,"year","pressure_score",,TRUE,2018,2018,0,1,TRUE,,,,0,FALSE
