"rgn_id","habitat","extent_rank","layer"
3,"seagrass",1.98487,"element_wts_cp_km2_x_protection"
4,"seagrass",3.2553501,"element_wts_cp_km2_x_protection"
5,"seagrass",0.285805,"element_wts_cp_km2_x_protection"
6,"seagrass",13.0180998,"element_wts_cp_km2_x_protection"
1,"saltmarsh",172.94745558,"element_wts_cp_km2_x_protection"
2,"saltmarsh",31.81190979,"element_wts_cp_km2_x_protection"
3,"saltmarsh",62.45061936,"element_wts_cp_km2_x_protection"
4,"saltmarsh",1.011392982,"element_wts_cp_km2_x_protection"
5,"saltmarsh",44.07537948,"element_wts_cp_km2_x_protection"
6,"saltmarsh",35.33274921,"element_wts_cp_km2_x_protection"
1,"sand dune",5.801954817,"element_wts_cp_km2_x_protection"
2,"sand dune",34.06809639,"element_wts_cp_km2_x_protection"
3,"sand dune",37.62221517,"element_wts_cp_km2_x_protection"
4,"sand dune",1.766023197,"element_wts_cp_km2_x_protection"
5,"sand dune",0.182674737,"element_wts_cp_km2_x_protection"
6,"sand dune",1.697350122,"element_wts_cp_km2_x_protection"
