"rgn_id","habitat","boolean","layer"
3,"seagrass",1,"element_wts_hab_pres_abs"
4,"seagrass",1,"element_wts_hab_pres_abs"
5,"seagrass",1,"element_wts_hab_pres_abs"
6,"seagrass",1,"element_wts_hab_pres_abs"
1,"saltmarsh",1,"element_wts_hab_pres_abs"
2,"saltmarsh",1,"element_wts_hab_pres_abs"
3,"saltmarsh",1,"element_wts_hab_pres_abs"
4,"saltmarsh",1,"element_wts_hab_pres_abs"
5,"saltmarsh",1,"element_wts_hab_pres_abs"
6,"saltmarsh",1,"element_wts_hab_pres_abs"
1,"ccms",1,"element_wts_hab_pres_abs"
2,"ccms",1,"element_wts_hab_pres_abs"
3,"ccms",1,"element_wts_hab_pres_abs"
4,"ccms",1,"element_wts_hab_pres_abs"
5,"ccms",1,"element_wts_hab_pres_abs"
6,"ccms",1,"element_wts_hab_pres_abs"
