"region_id","effort_tph","scenario_year","data_year","max_effort_tph","status"
1,0.042992936,2013,2012,0.147070399,29.2328954652527
1,0.01355102,2014,2013,0.147070399,9.21396833906733
1,NA,2015,2014,0.147070399,NA
1,NA,2016,2015,0.147070399,NA
1,NA,2017,2016,0.147070399,NA
1,NA,2018,2016,0.147070399,NA
2,0.093001552,2013,2012,0.147070399,63.2360778459573
2,0.104860251,2014,2013,0.147070399,71.2993584793361
2,0.080788665,2015,2014,0.147070399,54.9319683289905
2,0.101654197,2016,2015,0.147070399,69.1194133497931
2,0.08620558,2017,2016,0.147070399,58.6151806115655
2,0.08620558,2018,2016,0.147070399,58.6151806115655
3,0.101415766,2013,2012,0.147070399,68.9572930308022
3,0.083567223,2014,2013,0.147070399,56.8212390584457
3,0.08426007,2015,2014,0.147070399,57.2923379367455
3,0.079265681,2016,2015,0.147070399,53.8964207202566
3,0.093357587,2017,2016,0.147070399,63.4781625906924
3,0.093357587,2018,2016,0.147070399,63.4781625906924
4,0.134543818,2013,2012,0.147070399,91.4825953521755
4,0.128345347,2014,2013,0.147070399,87.2679668190742
4,0.147070399,2015,2014,0.147070399,100
4,0.074915665,2016,2015,0.147070399,50.9386426564329
4,0.081919256,2017,2016,0.147070399,55.7007096988973
4,0.081919256,2018,2016,0.147070399,55.7007096988973
5,0.073816916,2013,2012,0.147070399,50.1915521423179
5,0.078042311,2014,2013,0.147070399,53.0645945959527
5,0.08983919,2015,2014,0.147070399,61.0858409379851
5,0.077782695,2016,2015,0.147070399,52.8880696107991
5,0.074694676,2017,2016,0.147070399,50.7883819639328
5,0.074694676,2018,2016,0.147070399,50.7883819639328
6,0.055017147,2013,2012,0.147070399,37.408715400303
6,0.071596627,2014,2013,0.147070399,48.6818744538797
6,0.071152663,2015,2014,0.147070399,48.3800026951719
6,0.077284825,2016,2015,0.147070399,52.5495446571815
6,0.070018495,2017,2016,0.147070399,47.6088291567088
6,0.070018495,2018,2016,0.147070399,47.6088291567088
