"region_id","scenario_year","data_year","sum_tonnes","c_lngth_km","sum_tonnes_clngth","max_sum_tonnes_clngth","status","dimension"
1,2012,2012,0.71,470.8039856,0.00150805860127791,0.195452956804561,0.771571137082289,"status"
1,2013,2013,0.77,470.8039856,0.00163550017321689,0.195452956804561,0.836774331765299,"status"
1,2014,2014,0.25,470.8039856,0.000531006549745742,0.195452956804561,0.271679977845876,"status"
1,2015,2015,0.61,470.8039856,0.00129565598137961,0.195452956804561,0.662899145943938,"status"
1,2016,2016,0.21,470.8039856,0.000446045501786423,0.195452956804561,0.228211181390536,"status"
2,2012,2012,14.74,248.7200012,0.0592634284692984,0.195452956804561,30.3210703169651,"status"
2,2013,2013,16.15,248.7200012,0.0649324538520467,0.195452956804561,33.2215254829705,"status"
2,2014,2014,5.23,248.7200012,0.0210276615260808,0.195452956804561,10.7584258994388,"status"
2,2015,2015,12.78,248.7200012,0.0513830811287404,0.195452956804561,26.2892319301773,"status"
2,2016,2016,4.4,248.7200012,0.0176905756624771,0.195452956804561,9.05106576625823,"status"
3,2012,2012,193.08,1082.459961,0.178371493594672,0.195452956804561,91.2605756959872,"status"
3,2013,2013,211.57,1082.459961,0.195452956804561,0.195452956804561,100,"status"
3,2014,2014,68.58,1082.459961,0.0633556921002827,0.195452956804561,32.414803611098,"status"
3,2015,2015,167.39,1082.459961,0.154638514153781,0.195452956804561,79.1180224039325,"status"
3,2016,2016,57.68,1082.459961,0.0532860355839065,0.195452956804561,27.2628444486458,"status"
5,2012,2012,4.45,354.9190063,0.0125380718445903,0.195452956804561,6.41487959536344,"status"
5,2013,2013,4.87,354.9190063,0.0137214404231809,0.195452956804561,7.02032890548763,"status"
5,2014,2014,1.58,354.9190063,0.00445171989088824,0.195452956804561,2.27764264284814,"status"
5,2015,2015,3.85,354.9190063,0.0108475453037467,0.195452956804561,5.54995200947174,"status"
5,2016,2016,1.33,354.9190063,0.0037473338322034,0.195452956804561,1.9172561487266,"status"
6,2012,2012,1.82,244.3070068,0.00744964306934483,0.195452956804561,3.81147627088289,"status"
6,2013,2013,1.99,244.3070068,0.00814548885054737,0.195452956804561,4.16749328519612,"status"
6,2014,2014,0.65,244.3070068,0.0026605868104803,0.195452956804561,1.36124152531532,"status"
6,2015,2015,1.58,244.3070068,0.00646727255470595,0.195452956804561,3.30886401538185,"status"
6,2016,2016,0.54,244.3070068,0.00221033365793748,0.195452956804561,1.13087757487734,"status"
