"region_id","iro","scenario_year","data_year","dimension","max_iro","rescale","ref","status"
1,322.967944197585,2014,2011,"status",590.918802981495,0.546552153304384,0.143983398134296,26.343944903298
1,554.248689475875,2015,2012,"status",590.918802981495,0.937943904779134,0.143983398134296,15.3509604786227
1,361.748625755091,2016,2013,"status",590.918802981495,0.612179920371258,0.143983398134296,23.5197845180836
1,465.383896483462,2017,2014,"status",590.918802981495,0.787559803707982,0.143983398134296,18.2822177384364
1,361.040687844623,2018,2015,"status",590.918802981495,0.610981891290281,0.143983398134296,23.5659027193473
2,127.350836281763,2014,2011,"status",590.918802981495,0.215513257725446,0.143983398134296,66.8095316519803
2,195.13026696687,2015,2012,"status",590.918802981495,0.330215024437089,0.143983398134296,43.6029215750377
2,135.990270183339,2016,2013,"status",590.918802981495,0.230133597877063,0.143983398134296,62.5651358439246
2,149.3016243165,2017,2014,"status",590.918802981495,0.252660134629657,0.143983398134296,56.9869870232371
2,153.072933419106,2018,2015,"status",590.918802981495,0.25904224513888,0.143983398134296,55.5829795472558
3,85.0824972747261,2014,2011,"status",590.918802981495,0.143983398134296,0.143983398134296,100
3,126.057868189125,2015,2012,"status",590.918802981495,0.213325193838979,0.143983398134296,67.4947930636718
3,107.236664634259,2016,2013,"status",590.918802981495,0.181474449777522,0.143983398134296,79.3408649596742
3,113.724294662158,2017,2014,"status",590.918802981495,0.192453335531649,0.143983398134296,74.8147065035502
3,105.255806219167,2018,2015,"status",590.918802981495,0.178122282939883,0.143983398134296,80.8340179330009
4,106.712975379499,2014,2011,"status",590.918802981495,0.180588220989205,0.143983398134296,79.7302267809052
4,170.704151692324,2015,2012,"status",590.918802981495,0.28887920105272,0.143983398134296,49.8420784914934
4,141.567210212949,2016,2013,"status",590.918802981495,0.239571341271708,0.143983398134296,60.1004266077878
4,140.047873196374,2017,2014,"status",590.918802981495,0.237000197810188,0.143983398134296,60.7524379577147
4,130.036743013464,2018,2015,"status",590.918802981495,0.220058563642518,0.143983398134296,65.4295819035676
5,199.810097515208,2014,2011,"status",590.918802981495,0.338134607507937,0.143983398134296,42.5816804720043
5,331.569456692936,2015,2012,"status",590.918802981495,0.561108319823289,0.143983398134296,25.6605352384796
5,248.562911537562,2016,2013,"status",590.918802981495,0.420638013688906,0.143983398134296,34.2297637038536
5,270.664855924873,2017,2014,"status",590.918802981495,0.458040689447056,0.143983398134296,31.4346304709548
5,239.799785303126,2018,2015,"status",590.918802981495,0.405808351491289,0.143983398134296,35.4806394706213
6,306.271617268437,2014,2011,"status",590.918802981495,0.518297295200519,0.143983398134296,27.7800790140322
6,590.918802981495,2015,2012,"status",590.918802981495,1,0.143983398134296,14.3983398134296
6,433.971191983856,2016,2013,"status",590.918802981495,0.734400715960034,0.143983398134296,19.6055634213368
6,497.647222551953,2017,2014,"status",590.918802981495,0.84215838122101,0.143983398134296,17.0969500921597
6,390.929445329033,2018,2015,"status",590.918802981495,0.661562034168805,0.143983398134296,21.7641567529186
