"region_id","sus_mat","scenario_year","data_year","dimension","max_sus_mat","rescale","ref","status"
1,0.222133390877085,2014,2013,"status",0.222133390877085,1,0.166188712453242,16.6188712453242
1,0.162020059062343,2015,2014,"status",0.222133390877085,0.729381829641249,0.166188712453242,22.7848714760255
1,0.205300057968998,2016,2015,"status",0.222133390877085,0.924219709420447,0.166188712453242,17.9815157326016
1,0.18213339188757,2017,2016,"status",0.222133390877085,0.819928022385214,0.166188712453242,20.2686952898366
1,0.216378629117701,2018,2017,"status",0.222133390877085,0.974093216077684,0.166188712453242,17.0608633455454
2,0.123406310037808,2014,2013,"status",0.222133390877085,0.555550471500674,0.166188712453242,29.9142419957501
2,0.0844469997975132,2015,2014,"status",0.222133390877085,0.380163466033078,0.166188712453242,43.7150666231515
2,0.128642917048377,2016,2015,"status",0.222133390877085,0.579124626605822,0.166188712453242,28.6965369487486
2,0.137719208612404,2017,2016,"status",0.222133390877085,0.619984271921592,0.166188712453242,26.8053110344482
2,0.124939643332406,2018,2017,"status",0.222133390877085,0.562453230642573,0.166188712453242,29.5471167021977
3,0.0814701398373623,2014,2013,"status",0.222133390877085,0.366762239191869,0.166188712453242,45.3123835265663
3,0.0726146954672536,2015,2014,"status",0.222133390877085,0.326896803675203,0.166188712453242,50.838280027468
3,0.0939821746022624,2016,2015,"status",0.222133390877085,0.423088911717313,0.166188712453242,39.2798553331696
3,0.084618093804566,2017,2016,"status",0.222133390877085,0.380933696957737,0.166188712453242,43.6266767105353
3,0.0816984481882114,2018,2017,"status",0.222133390877085,0.367790037623917,0.166188712453242,45.185756940806
4,0.0466120619777939,2014,2013,"status",0.222133390877085,0.209838159827066,0.166188712453242,79.1985178435625
4,0.0369160622227355,2015,2014,"status",0.222133390877085,0.166188712453242,0.166188712453242,100
4,0.0544160617806483,2016,2015,"status",0.222133390877085,0.244970202659711,0.166188712453242,67.8403784006724
4,0.0466208953109041,2017,2016,"status",0.222133390877085,0.209877925722123,0.166188712453242,79.1835119779462
4,0.0522480618354166,2018,2017,"status",0.222133390877085,0.23521030147299,0.166188712453242,70.6553715600447
5,0.0923696260392519,2014,2013,"status",0.222133390877085,0.415829541315396,0.166188712453242,39.9655858810647
5,0.0876375609414026,2015,2014,"status",0.222133390877085,0.394526732767951,0.166188712453242,42.1235618907957
5,0.108521799544257,2016,2015,"status",0.222133390877085,0.488543388797888,0.166188712453242,34.0171858352575
5,0.092013104309128,2017,2016,"status",0.222133390877085,0.414224551949699,0.166188712453242,40.1204399089851
5,0.0818522350005957,2018,2017,"status",0.222133390877085,0.368482355027335,0.166188712453242,45.1008603765882
6,0.0966408014547024,2014,2013,"status",0.222133390877085,0.435057516896132,0.166188712453242,38.199250903397
6,0.0947148755774294,2015,2014,"status",0.222133390877085,0.426387384640605,0.166188712453242,38.9759918890002
6,0.11796302313828,2016,2015,"status",0.222133390877085,0.531045884963569,0.166188712453242,31.2946050725246
6,0.10160376429229,2017,2016,"status",0.222133390877085,0.457399780785372,0.166188712453242,36.3333607567302
6,0.0942231376981139,2018,2017,"status",0.222133390877085,0.424173679274771,0.166188712453242,39.1794023470251
