"region_id","tr_ons","scenario_year","data_year","max_tr_ons","status"
1,6.79191230469643,2011,2010,26.2943603601145,25.830300534707
1,6.49726486718408,2012,2011,26.2943603601145,24.7097277826909
1,6.44006859990227,2013,2012,26.2943603601145,24.4922048367113
1,6.54232859292126,2014,2013,26.2943603601145,24.8811094977051
1,6.27483493886593,2015,2014,26.2943603601145,23.8638052149925
2,17.6040021962853,2011,2010,26.2943603601145,66.9497259305404
2,18.0380259190734,2012,2011,26.2943603601145,68.6003601990448
2,17.1144234369803,2013,2012,26.2943603601145,65.0878104756672
2,16.267209130098,2014,2013,26.2943603601145,61.8657723835468
2,14.5519473776394,2015,2014,26.2943603601145,55.3424657544171
3,18.6243852946755,2011,2010,26.2943603601145,70.8303417143645
3,18.0489043684293,2012,2011,26.2943603601145,68.6417319959127
3,18.2945485503726,2013,2012,26.2943603601145,69.5759406192794
3,17.4219174040337,2014,2013,26.2943603601145,66.2572398241743
3,16.8068164484419,2015,2014,26.2943603601145,63.9179512955025
4,24.9296011718732,2011,2010,26.2943603601145,94.8096885813146
4,26.2943603601145,2012,2011,26.2943603601145,100
4,22.5640185789218,2013,2012,26.2943603601145,85.8131487889274
4,21.8361470118598,2014,2013,26.2943603601145,83.044982698962
4,20.4713878236185,2015,2014,26.2943603601145,77.8546712802766
5,5.72983239190024,2011,2010,26.2943603601145,21.7911077258671
5,5.38976395206742,2012,2011,26.2943603601145,20.4977945013755
5,5.61754564289884,2013,2012,26.2943603601145,21.3640703404218
5,5.38174346999589,2014,2013,26.2943603601145,20.4672918309866
5,5.81805769468706,2015,2014,26.2943603601145,22.1266371001456
6,26.0824358599759,2011,2010,26.2943603601145,99.1940305934954
6,26.265808562042,2012,2011,26.2943603601145,99.8914147456661
6,25.2246245757345,2013,2012,26.2943603601145,95.9316911697815
6,25.0163877784731,2014,2013,26.2943603601145,95.139746454605
6,22.7382150561944,2015,2014,26.2943603601145,86.4756348691624
