"region_id","sus_mat","scenario_year","data_year","dimension","max_sus_mat","status_inv","max_status_inv","status"
1,0.222133390877085,2014,2013,"status",0.222133390877085,0,0.270618170358751,72.9381829641249
1,0.162020059062343,2015,2014,"status",0.222133390877085,0.270618170358751,0.270618170358751,100
1,0.205300057968998,2016,2015,"status",0.222133390877085,0.0757802905795534,0.270618170358751,80.5162120220803
1,0.18213339188757,2017,2016,"status",0.222133390877085,0.180071977614786,0.270618170358751,90.9453807256035
1,0.216378629117701,2018,2017,"status",0.222133390877085,0.0259067839223159,0.270618170358751,75.5288613563565
2,0.123406310037808,2014,2013,"status",0.137719208612404,0.103928120984765,0.38681756417015,71.7110556814615
2,0.0844469997975132,2015,2014,"status",0.137719208612404,0.38681756417015,0.38681756417015,100
2,0.128642917048377,2016,2015,"status",0.137719208612404,0.0659043255873715,0.38681756417015,67.9086761417222
2,0.137719208612404,2017,2016,"status",0.137719208612404,0,0.38681756417015,61.318243582985
2,0.124939643332406,2018,2017,"status",0.137719208612404,0.0927943560579463,0.38681756417015,70.5976791887797
3,0.0814701398373623,2014,2013,"status",0.0939821746022624,0.133131998890765,0.227356721904309,90.5775276986456
3,0.0726146954672536,2015,2014,"status",0.0939821746022624,0.227356721904309,0.227356721904309,100
3,0.0939821746022624,2016,2015,"status",0.0939821746022624,0,0.227356721904309,77.2643278095691
3,0.084618093804566,2017,2016,"status",0.0939821746022624,0.0996367751366223,0.227356721904309,87.2280053232313
3,0.0816984481882114,2018,2017,"status",0.0939821746022624,0.130702725980074,0.227356721904309,90.3346004075765
4,0.0466120619777939,2014,2013,"status",0.0544160617806483,0.143413535406373,0.321596215993275,82.1817319413098
4,0.0369160622227355,2015,2014,"status",0.0544160617806483,0.321596215993275,0.321596215993275,100
4,0.0544160617806483,2016,2015,"status",0.0544160617806483,0,0.321596215993275,67.8403784006724
4,0.0466208953109041,2017,2016,"status",0.0544160617806483,0.143251205887824,0.321596215993275,82.1654989894549
4,0.0522480618354166,2018,2017,"status",0.0544160617806483,0.0398411769299095,0.321596215993275,71.8244960936634
5,0.0923696260392519,2014,2013,"status",0.108521799544257,0.148838054407842,0.245753062109747,90.3084992298095
5,0.0876375609414026,2015,2014,"status",0.108521799544257,0.192442796659831,0.245753062109747,94.6689734550084
5,0.108521799544257,2016,2015,"status",0.108521799544257,0,0.245753062109747,75.4246937890253
5,0.092013104309128,2017,2016,"status",0.108521799544257,0.152123308906212,0.245753062109747,90.6370246796465
5,0.0818522350005957,2018,2017,"status",0.108521799544257,0.245753062109747,0.245753062109747,100
6,0.0966408014547024,2014,2013,"status",0.11796302313828,0.180753435409866,0.201248533723466,97.95049016864
6,0.0947148755774294,2015,2014,"status",0.11796302313828,0.197079957281176,0.201248533723466,99.583142355771
6,0.11796302313828,2016,2015,"status",0.11796302313828,0,0.201248533723466,79.8751466276534
6,0.10160376429229,2017,2016,"status",0.11796302313828,0.138681244433802,0.201248533723466,93.7432710710336
6,0.0942231376981139,2018,2017,"status",0.11796302313828,0.201248533723466,0.201248533723466,100
