"region_id","pst","scenario_year","data_year","dimension","max_pst","status_inv","max_status_inv","status"
1,633.859313004987,2014,2012,"status",710.012021987919,0.107255520504733,0.116719242902208,99.0536277602524
1,627.139956330023,2015,2013,"status",710.012021987919,0.116719242902208,0.116719242902208,100
1,656.257168588202,2016,2014,"status",710.012021987919,0.0757097791798117,0.116719242902208,95.8990536277603
1,676.415238613096,2017,2015,"status",710.012021987919,0.0473186119873821,0.116719242902208,93.0599369085174
1,710.012021987919,2018,2016,"status",710.012021987919,0,0.116719242902208,88.3280757097792
2,545.994749115471,2014,2012,"status",611.59129141203,0.107255520504733,0.116719242902208,99.0536277602525
2,540.206818912834,2015,2013,"status",611.59129141203,0.116719242902208,0.116719242902208,100
2,565.28784979093,2016,2014,"status",611.59129141203,0.0757097791798108,0.116719242902208,95.8990536277602
2,582.651640398842,2017,2015,"status",611.59129141203,0.0473186119873825,0.116719242902208,93.0599369085174
2,611.59129141203,2018,2016,"status",611.59129141203,0,0.116719242902208,88.3280757097792
3,421.430676422223,2014,2012,"status",472.061923766236,0.107255520504733,0.116719242902208,99.0536277602524
3,416.963213421281,2015,2013,"status",472.061923766236,0.116719242902208,0.116719242902208,100
3,436.322219758698,2016,2014,"status",472.061923766236,0.07570977917981,0.116719242902208,95.8990536277602
3,449.724608761525,2017,2015,"status",472.061923766236,0.0473186119873806,0.116719242902208,93.0599369085172
3,472.061923766236,2018,2016,"status",472.061923766236,0,0.116719242902208,88.3280757097792
4,11.3782530976774,2014,2012,"status",12.7452517030521,0.107255520504734,0.116719242902206,99.0536277602528
4,11.2576355736738,2015,2013,"status",12.7452517030521,0.116719242902206,0.116719242902206,100
4,11.7803115110229,2016,2014,"status",12.7452517030521,0.0757097791798123,0.116719242902206,95.8990536277606
4,12.1421640830338,2017,2015,"status",12.7452517030521,0.0473186119873865,0.116719242902206,93.059936908518
4,12.7452517030521,2018,2016,"status",12.7452517030521,0,0.116719242902206,88.3280757097794
5,377.312336054142,2014,2012,"status",422.643146746159,0.107255520504732,0.116719242902209,99.0536277602523
5,373.31255864014,2015,2013,"status",422.643146746159,0.116719242902209,0.116719242902209,100
5,390.644927434147,2016,2014,"status",422.643146746159,0.0757097791798106,0.116719242902209,95.8990536277601
5,402.644259676151,2017,2015,"status",422.643146746159,0.0473186119873827,0.116719242902209,93.0599369085174
5,422.643146746159,2018,2016,"status",422.643146746159,0,0.116719242902209,88.3280757097791
6,487.226780239617,2014,2012,"status",545.762859844376,0.107255520504731,0.116719242902207,99.0536277602524
6,482.061832039197,2015,2013,"status",545.762859844376,0.116719242902207,0.116719242902207,100
6,504.443274241016,2016,2014,"status",545.762859844376,0.0757097791798111,0.116719242902207,95.8990536277604
6,519.938118842276,2017,2015,"status",545.762859844376,0.047318611987382,0.116719242902207,93.0599369085175
6,545.762859844376,2018,2016,"status",545.762859844376,0,0.116719242902207,88.3280757097793
