"region_id","iro","scenario_year","data_year","dimension","max_iro","status_inv","max_status_inv","status"
1,322.967944197585,2014,2011,"status",554.248689475875,0.417286950190176,0.417286950190176,100
1,554.248689475875,2015,2012,"status",554.248689475875,0,0.417286950190176,58.2713049809824
1,361.748625755091,2016,2013,"status",554.248689475875,0.347317129252613,0.417286950190176,93.0030179062437
1,465.383896483462,2017,2014,"status",554.248689475875,0.16033379001121,0.417286950190176,74.3046839821033
1,361.040687844623,2018,2015,"status",554.248689475875,0.348594422142809,0.417286950190176,93.1307471952633
2,127.350836281763,2014,2011,"status",195.13026696687,0.347354778623938,0.347354778623938,100
2,195.13026696687,2015,2012,"status",195.13026696687,0,0.347354778623938,65.2645221376062
2,135.990270183339,2016,2013,"status",195.13026696687,0.303079566808424,0.347354778623938,95.5724788184486
2,149.3016243165,2017,2014,"status",195.13026696687,0.234861784195432,0.347354778623938,88.7507005571494
2,153.072933419106,2018,2015,"status",195.13026696687,0.215534648732401,0.347354778623938,86.8179870108464
3,85.0824972747261,2014,2011,"status",126.057868189125,0.325052069363282,0.325052069363282,100
3,126.057868189125,2015,2012,"status",126.057868189125,0,0.325052069363282,67.4947930636718
3,107.236664634259,2016,2013,"status",126.057868189125,0.14930605939352,0.325052069363282,82.4253990030238
3,113.724294662158,2017,2014,"status",126.057868189125,0.0978405688129114,0.325052069363282,77.2788499449629
3,105.255806219167,2018,2015,"status",126.057868189125,0.165019940990503,0.325052069363282,83.9967871627221
4,106.712975379499,2014,2011,"status",170.704151692324,0.374865963589229,0.374865963589229,100
4,170.704151692324,2015,2012,"status",170.704151692324,0,0.374865963589229,62.5134036410771
4,141.567210212949,2016,2013,"status",170.704151692324,0.170686777038037,0.374865963589229,79.5820813448808
4,140.047873196374,2017,2014,"status",170.704151692324,0.179587187493862,0.374865963589229,80.4721223904632
4,130.036743013464,2018,2015,"status",170.704151692324,0.238233272452322,0.374865963589229,86.3367308863093
5,199.810097515208,2014,2011,"status",331.569456692936,0.397380870035171,0.397380870035171,100
5,331.569456692936,2015,2012,"status",331.569456692936,0,0.397380870035171,60.2619129964829
5,248.562911537562,2016,2013,"status",331.569456692936,0.250344365199614,0.397380870035171,85.2963495164443
5,270.664855924873,2017,2014,"status",331.569456692936,0.18368579957733,0.397380870035171,78.6304929542159
5,239.799785303126,2018,2015,"status",331.569456692936,0.276773597619992,0.397380870035171,87.9392727584821
6,306.271617268437,2014,2011,"status",590.918802981495,0.481702704799481,0.481702704799481,100
6,590.918802981495,2015,2012,"status",590.918802981495,0,0.481702704799481,51.8297295200519
6,433.971191983856,2016,2013,"status",590.918802981495,0.265599284039966,0.481702704799481,78.3896579240485
6,497.647222551953,2017,2014,"status",590.918802981495,0.15784161877899,0.481702704799481,67.6138913979508
6,390.929445329033,2018,2015,"status",590.918802981495,0.338437965831195,0.481702704799481,85.6735261031714
