"region_id","scenario_year","data_year","sum_sus_tonnes","max_sum_sus_tonnes","status","dimension"
1,2006,2006,6.42951952927942,8.36394207163837,76.8718801996672,"status"
1,2007,2007,5.55276686619587,8.36394207163837,66.3893510815308,"status"
1,2008,2008,5.66410053769853,8.36394207163837,67.720465890183,"status"
1,2009,2009,8.36394207163837,8.36394207163837,100,"status"
1,2010,2010,6.6661035812226,8.36394207163837,79.7004991680533,"status"
2,2006,2006,61.670037011357,69.0064930729828,89.3684554381475,"status"
2,2007,2007,61.161162017559,69.0064930729828,88.6310248412039,"status"
2,2008,2008,69.0064930729828,69.0064930729828,100,"status"
2,2009,2009,65.5218167331676,69.0064930729828,94.9502196320428,"status"
2,2010,2010,55.6264130397959,69.0064930729828,80.6104042716156,"status"
3,2006,2006,149.609570275782,186.404459150516,80.2607249620442,"status"
3,2007,2007,133.624069384247,186.404459150516,71.6850176187841,"status"
3,2008,2008,140.002729035232,186.404459150516,75.1069634671047,"status"
3,2009,2009,186.404459150516,186.404459150516,100,"status"
3,2010,2010,150.468499855505,186.404459150516,80.7215130696022,"status"
5,2006,2006,48.1209073363642,60.6238727169254,79.3761684626418,"status"
5,2007,2007,42.6202450478216,60.6238727169254,70.3027423649275,"status"
5,2008,2008,44.3639070456197,60.6238727169254,73.1789393474922,"status"
5,2009,2009,60.6238727169254,60.6238727169254,100,"status"
5,2010,2010,48.7749416133052,60.6238727169254,80.4550079488537,"status"
6,2006,2006,168.530628774126,185.003041563667,91.0961394740785,"status"
6,2007,2007,165.214888937089,185.003041563667,89.3038771366534,"status"
6,2008,2008,185.003041563667,185.003041563667,100,"status"
6,2009,2009,182.639169544656,185.003041563667,98.7222523483769,"status"
6,2010,2010,154.040267779826,185.003041563667,83.2636406828018,"status"
